Datatime, ip
2019-09-06 06:13:16, 192.168.0.102 
2019-09-06 06:22:55, 192.168.0.102 
2019-09-06 06:34:02, 192.168.0.102 
2019-09-06 06:43:41, 192.168.0.102 
2019-09-06 06:56:49, 192.168.0.102 
2019-09-06 07:10:30, 192.168.0.102 
2019-09-06 07:14:53, 192.168.0.102 
2019-09-06 07:22:01, 192.168.0.102 
2019-09-06 07:34:33, 192.168.0.102 
2019-09-06 07:44:11, 192.168.0.102 
2019-09-06 07:53:45, 192.168.0.102 
2019-09-06 08:06:36, 192.168.0.102 
2019-09-06 08:12:23, 192.168.0.102 
2019-09-06 08:24:00, 192.168.0.102 
2019-09-06 08:34:58, 192.168.0.102 
2019-09-06 08:45:35, 192.168.0.102 
2019-09-06 08:54:22, 192.168.0.102 
2019-09-06 09:06:54, 192.168.0.102 
2019-09-06 09:15:37, 192.168.0.102 
2019-09-06 09:22:49, 192.168.0.102 
2019-09-06 09:32:13, 192.168.0.102 
2019-09-06 09:46:14, 192.168.0.102 
2019-09-06 09:52:52, 192.168.0.102 
2019-09-06 10:08:38, 192.168.0.102 
2019-09-06 10:13:17, 192.168.0.102 
2019-09-06 10:25:06, 192.168.0.102 
2019-09-06 10:31:37, 192.168.0.102 
2019-09-06 10:40:54, 192.168.0.102 
2019-09-06 10:52:33, 192.168.0.102 
2019-09-06 11:04:46, 192.168.0.102 
2019-09-06 11:17:31, 192.168.0.102 
2019-09-06 11:26:38, 192.168.0.102 
2019-09-06 11:31:15, 192.168.0.102 
2019-09-06 11:49:58, 192.168.0.102 
2019-09-06 11:56:19, 192.168.0.102 
2019-09-06 12:07:08, 192.168.0.102 
2019-09-06 12:17:16, 192.168.0.102 
2019-09-06 12:23:07, 192.168.0.102 
2019-09-06 12:36:58, 192.168.0.102 
2019-09-06 12:42:08, 192.168.0.102 
2019-09-06 12:56:17, 192.168.0.102 
2019-09-06 13:01:37, 192.168.0.102 
2019-09-06 13:13:58, 192.168.0.102 
2019-09-06 13:24:52, 192.168.0.102 
2019-09-06 13:32:44, 192.168.0.102 
2019-09-06 13:45:22, 192.168.0.102 
2019-09-06 13:56:50, 192.168.0.102 
2019-09-06 14:07:19, 192.168.0.102 
2019-09-06 14:11:55, 192.168.0.102 
2019-09-06 14:24:17, 192.168.0.102 
2019-09-06 14:38:27, 192.168.0.102 
2019-09-06 14:41:49, 192.168.0.102 
2019-09-06 14:53:12, 192.168.0.102 
2019-09-06 15:05:42, 192.168.0.102 
2019-09-06 15:12:58, 192.168.0.102 
2019-09-06 15:25:07, 192.168.0.102 
2019-09-06 19:04:41, 192.168.0.102 
2019-09-06 19:10:40, 192.168.0.102 
2019-09-06 19:21:04, 192.168.0.102 
2019-09-06 19:30:50, 192.168.0.102 
2019-09-06 19:40:32, 192.168.0.102 
2019-09-06 19:50:51, 192.168.0.102 
2019-09-06 20:00:40, 192.168.0.102 
2019-09-06 20:10:47, 192.168.0.102 
2019-09-06 20:20:36, 192.168.0.102 
2019-09-06 20:30:56, 192.168.0.102 
2019-09-06 20:41:09, 192.168.0.102 
2019-09-06 20:51:14, 192.168.0.102 
2019-09-06 21:02:04, 192.168.0.102 
2019-09-06 21:12:04, 192.168.0.102 
2019-09-06 21:26:00, 192.168.0.102 
2019-09-06 21:47:28, 192.168.0.102 
2019-09-06 22:09:09, 192.168.0.102 
2019-09-06 22:14:38, 192.168.0.102 
2019-09-06 22:27:10, 192.168.0.102 
2019-09-06 22:32:59, 192.168.0.102 
2019-09-06 22:42:51, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:25:52, 192.168.0.102 
2019-09-07 02:30:48, 192.168.0.102 
2019-09-07 02:41:40, 192.168.0.102 
2019-09-07 02:50:45, 192.168.0.102 
2019-09-07 03:01:26, 192.168.0.102 
2019-09-07 03:10:36, 192.168.0.102 
2019-09-07 03:20:41, 192.168.0.102 
2019-09-07 03:30:38, 192.168.0.102 
2019-09-07 03:40:28, 192.168.0.102 
2019-09-07 03:50:57, 192.168.0.102 
2019-09-07 04:00:54, 192.168.0.102 
2019-09-07 04:12:26, 192.168.0.102 
2019-09-07 04:20:53, 192.168.0.102 
2019-09-07 04:30:40, 192.168.0.102 
2019-09-07 04:40:34, 192.168.0.102 
2019-09-07 04:51:30, 192.168.0.102 
2019-09-07 05:01:24, 192.168.0.102 
2019-09-07 05:11:32, 192.168.0.102 
2019-09-07 05:21:11, 192.168.0.102 
2019-09-07 05:30:39, 192.168.0.102 
2019-09-07 05:46:27, 192.168.0.102 
2019-09-07 05:55:38, 192.168.0.102 
2019-09-07 06:07:54, 192.168.0.102 
2019-09-07 06:20:01, 192.168.0.102 
2019-09-07 06:25:37, 192.168.0.102 
2019-09-07 06:37:30, 192.168.0.102 
2019-09-07 06:44:14, 192.168.0.102 
2019-09-07 06:56:11, 192.168.0.102 
2019-09-07 07:06:18, 192.168.0.102 
2019-09-07 07:20:06, 192.168.0.102 
2019-09-07 07:27:01, 192.168.0.102 
2019-09-07 07:38:30, 192.168.0.102 
2019-09-07 07:55:30, 192.168.0.102 
2019-09-07 08:05:22, 192.168.0.102 
2019-09-07 08:16:42, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 12:13:12, 192.168.0.102 
2019-09-07 11:36:26, 192.168.0.102 
2019-09-07 12:20:04, 192.168.0.102 
2019-09-07 12:30:13, 192.168.0.102 
2019-09-07 12:41:36, 192.168.0.102 
2019-09-07 12:50:08, 192.168.0.102 
2019-09-07 13:00:50, 192.168.0.102 
2019-09-07 13:10:55, 192.168.0.102 
2019-09-07 13:20:48, 192.168.0.102 
2019-09-07 13:31:42, 192.168.0.102 
2019-09-07 13:42:26, 192.168.0.102 
2019-09-07 14:09:26, 192.168.0.102 
2019-09-07 14:10:55, 192.168.0.102 
2019-09-07 14:21:06, 192.168.0.102 
2019-09-07 14:31:08, 192.168.0.102 
2019-09-07 14:41:01, 192.168.0.102 
2019-09-07 14:50:56, 192.168.0.102 
2019-09-07 15:02:04, 192.168.0.102 
2019-09-07 15:11:33, 192.168.0.102 
2019-09-07 15:20:53, 192.168.0.102 
2019-09-07 15:36:50, 192.168.0.102 
2019-09-07 15:46:45, 192.168.0.102 
2019-09-07 16:04:20, 192.168.0.102 
2019-09-07 16:15:14, 192.168.0.102 
2019-09-07 16:23:59, 192.168.0.102 
2019-09-07 16:32:35, 192.168.0.102 
2019-09-07 16:48:30, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:03:01, 192.168.0.102 
2019-09-07 21:03:01, 192.168.0.102 
2019-09-07 21:03:01, 192.168.0.102 
2019-09-07 21:03:01, 192.168.0.102 
2019-09-07 21:03:01, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:03:01, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:12:14, 192.168.0.102 
2019-09-07 21:21:03, 192.168.0.102 
2019-09-07 21:30:39, 192.168.0.102 
2019-09-07 21:40:18, 192.168.0.102 
2019-09-07 21:54:54, 192.168.0.102 
2019-09-07 22:01:04, 192.168.0.102 
2019-09-07 22:10:42, 192.168.0.102 
2019-09-07 22:20:48, 192.168.0.102 
2019-09-07 22:31:28, 192.168.0.102 
2019-09-07 22:41:06, 192.168.0.102 
2019-09-07 22:51:12, 192.168.0.102 
2019-09-07 23:00:35, 192.168.0.102 
2019-09-07 23:15:43, 192.168.0.102 
2019-09-07 23:25:15, 192.168.0.102 
2019-09-07 23:45:04, 192.168.0.102 
2019-09-08 00:25:00, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:02, 192.168.0.102 
2019-09-08 04:15:03, 192.168.0.102 
2019-09-08 03:44:06, 192.168.0.102 
2019-09-08 04:21:00, 192.168.0.102 
2019-09-08 04:30:51, 192.168.0.102 
2019-09-08 04:41:21, 192.168.0.102 
2019-09-08 04:50:35, 192.168.0.102 
2019-09-08 05:00:39, 192.168.0.102 
2019-09-08 05:13:07, 192.168.0.102 
2019-09-08 05:22:10, 192.168.0.102 
2019-09-08 05:33:08, 192.168.0.102 
2019-09-08 05:42:58, 192.168.0.102 
2019-09-08 05:53:58, 192.168.0.102 
2019-09-08 06:02:12, 192.168.0.102 
2019-09-08 06:15:54, 192.168.0.102 
2019-09-08 06:24:06, 192.168.0.102 
2019-09-08 06:33:57, 192.168.0.102 
2019-09-08 06:49:27, 192.168.0.102 
2019-09-08 06:59:01, 192.168.0.102 
2019-09-08 07:03:31, 192.168.0.102 
2019-09-08 07:17:45, 192.168.0.102 
2019-09-08 07:25:36, 192.168.0.102 
2019-09-08 08:01:42, 192.168.0.102 
2019-09-08 07:59:29, 192.168.0.102 
2019-09-08 08:00:16, 192.168.0.102 
2019-09-08 08:05:44, 192.168.0.102 
2019-09-08 09:43:49, 192.168.0.102 
2019-09-08 12:14:08, 192.168.0.102 
2019-09-08 12:14:08, 192.168.0.102 
2019-09-08 12:14:08, 192.168.0.102 
2019-09-08 12:14:08, 192.168.0.102 
2019-09-08 12:14:08, 192.168.0.102 
2019-09-08 12:14:08, 192.168.0.102 
2019-09-08 12:14:07, 192.168.0.102 
2019-09-08 12:14:08, 192.168.0.102 
2019-09-08 12:14:07, 192.168.0.102 
2019-09-08 12:14:08, 192.168.0.102 
2019-09-08 12:14:08, 192.168.0.102 
2019-09-08 12:14:07, 192.168.0.102 
2019-09-08 12:14:08, 192.168.0.102 
2019-09-08 12:14:08, 192.168.0.102 
2019-09-08 12:14:08, 192.168.0.102 
2019-09-08 12:14:08, 192.168.0.102 
2019-09-08 12:14:07, 192.168.0.102 
2019-09-08 12:14:08, 192.168.0.102 
2019-09-08 12:14:08, 192.168.0.102 
2019-09-08 12:14:08, 192.168.0.102 
2019-09-08 12:14:07, 192.168.0.102 
2019-09-08 12:14:07, 192.168.0.102 
2019-09-08 12:14:08, 192.168.0.102 
2019-09-08 12:14:07, 192.168.0.102 
2019-09-08 12:20:36, 192.168.0.102 
2019-09-08 12:30:08, 192.168.0.102 
2019-09-08 12:40:50, 192.168.0.102 
2019-09-08 12:50:11, 192.168.0.102 
2019-09-08 13:00:50, 192.168.0.102 
2019-09-08 13:11:01, 192.168.0.102 
2019-09-08 13:20:11, 192.168.0.102 
2019-09-08 13:30:06, 192.168.0.102 
2019-09-08 13:40:51, 192.168.0.102 
2019-09-08 13:50:42, 192.168.0.102 
2019-09-08 14:00:45, 192.168.0.102 
2019-09-08 14:10:37, 192.168.0.102 
2019-09-08 14:20:46, 192.168.0.102 
2019-09-08 14:30:43, 192.168.0.102 
2019-09-08 14:40:30, 192.168.0.102 
2019-09-08 14:50:50, 192.168.0.102 
2019-09-08 15:00:57, 192.168.0.102 
2019-09-08 15:10:44, 192.168.0.102 
2019-09-08 15:20:28, 192.168.0.102 
2019-09-08 15:31:22, 192.168.0.102 
2019-09-08 15:40:58, 192.168.0.102 
2019-09-08 15:51:03, 192.168.0.102 
2019-09-08 16:01:01, 192.168.0.102 
2019-09-08 16:11:00, 192.168.0.102 
2019-09-08 16:23:24, 192.168.0.102 
2019-09-08 16:31:44, 192.168.0.102 
2019-09-08 16:41:07, 192.168.0.102 
2019-09-08 16:55:12, 192.168.0.102 
2019-09-08 17:04:29, 192.168.0.102 
2019-09-08 17:16:56, 192.168.0.102 
2019-09-08 17:28:28, 192.168.0.102 
2019-09-08 17:36:43, 192.168.0.102 
2019-09-08 17:45:16, 192.168.0.102 
2019-09-08 17:53:36, 192.168.0.102 
2019-09-08 18:07:08, 192.168.0.102 
2019-09-08 18:16:30, 192.168.0.102 
2019-09-08 18:24:10, 192.168.0.102 
2019-09-08 18:33:45, 192.168.0.102 
2019-09-08 18:42:58, 192.168.0.102 
2019-09-08 19:05:39, 192.168.0.102 
2019-09-08 19:05:59, 192.168.0.102 
2019-09-08 19:11:14, 192.168.0.102 
2019-09-08 19:24:37, 192.168.0.102 
2019-09-08 19:32:18, 192.168.0.102 
